8835,5394
9840,1139
2019,2959
6938,8608
4608,2215
8369,3626
7677,6027
1324,9673
7542,2038
1183,2577
2578,666
2113,6647
8610,9556
8668,3063
9890,3191
2354,7487
2156,2426
3548,3497
6599,8097
1339,4646
5482,811
4136,192
3717,1775
2799,3906
9912,8693
2314,3167
1352,2611
7148,2790
8024,8399
7818,4557
4975,3113
552,4000
7955,8003
8010,1353
1777,2358
9417,3121
2063,5380
2427,8372
8354,7129
1556,4566
8610,3432
1724,3373
6069,8073
5462,8061
6224,2421
504,2423
719,2669
7090,4158
694,6845
8529,401
9219,5672
3626,4928
2336,9845
6292,6847
9498,8130
5549,4419
7700,1823
2646,3684
8197,5181
4088,4680
4876,7268
9266,2869
1668,862
1598,7231
5734,4649
3,3486
6982,1791
1642,2300
3270,8882
5473,3425
2189,331
8855,3139
2463,336
7582,6295
4084,4218
9324,4930
8961,5189
4781,7932
4725,1283
8923,3720
3877,4078
3305,3130
5879,5776
8120,1652
3057,5676
2984,3111
6859,2645
6180,2093
2342,9624
4747,2542
8758,2904
5359,4824
7360,2935
8392,1170
2934,4380
9471,1993
8511,6613
5419,9964
1946,2797
8830,6150
9921,4649
2379,9345
3663,4337
8894,1060
4430,9223
3284,2886
4458,6978
6182,1646
2625,6777
6975,8207
3014,8247
2007,9478
2570,7227
5288,4851
5429,9874
6138,9525
1949,3383
9709,1219
1487,6033
4900,7971
2427,2960
696,9943
2609,4225
1344,6855
8237,5458
5891,7757
5618,968
1270,1727
7227,1971
316,7772
4739,4808
3779,931
9029,4757
7815,4563
5094,7802
4983,1252
8154,8140
590,4093
3583,8044
7894,171
2907,2911
2335,653
3818,5541
8873,53
5287,1860
2111,3009
6288,3185
7313,9822
5728,4311
9050,7139
6684,8555
2275,6430
2359,1909
9419,2660
1923,756
5352,594
1342,912
134,7013
9090,4564
392,7484
9482,1113
9867,8846
964,2271
2699,8104
5070,3486
787,6459
7461,5990
5829,8665
4863,5940
9818,8101
3582,5114
6086,2338
6727,985
2703,1711
4827,4297
6186,398
9716,7313
9039,9805
1360,7907
9330,5405
2125,5761
9873,4753
3832,6588
1346,5179
5108,2655
3837,1298
5865,8780
1582,6680
2008,1608
460,9625
340,816
6265,6057
4744,6869
6670,7337
4487,1877
82,5735
2454,5766
6476,8689
9860,2523
6677,6693
8468,265
3915,507
4316,5996
6251,6806
4030,3499
7622,7962
6196,8328
9471,2471
729,220
9794,584
9827,9558
6010,9027
8359,4991
3053,1118
2268,7490
9106,5925
2044,2839
8854,9745
2437,2067
1886,4649
8544,743
302,9493
1794,996
4388,8853
2657,3166
3048,176
8039,8325
963,1900
6981,7129
7596,9658
8730,3496
8884,1059
1402,8945
3574,4382
4323,2730
5637,6107
7334,3590
3152,1024
1688,7625
3320,4362
5321,1666
7485,367
5790,7195
5766,6789
9212,4594
5155,6787
4005,4244
8997,5474
9785,6697
9242,9001
2169,7876
2875,874
1275,2471
3783,5696
1259,352
5626,2798
449,8410
7856,5055
1331,2954
7739,5238
6585,8371
7581,1373
7514,4729
8685,4012
5981,4408
6027,4048
5042,1073
9352,4767
858,461
6360,4659
4344,1747
3337,3635
4597,8032
2764,8485
106,707
5845,7550
348,3334
1875,9655
4562,8156
8254,665
9570,8678
7055,1490
9060,7186
5058,4003
6717,2275
2752,4554
6889,5947
8413,6791
1388,1540
8824,5481
2882,4304
1825,8229
5883,4651
8859,1717
1404,4508
1069,9798
484,5723
8488,5274
4494,1521
8529,5109
3810,1175
5427,323
9441,6506
4277,1981
9758,5073
3744,6280
2718,7660
6694,1446
7894,1187
7214,4473
6217,651
6767,4992
3455,1669
4871,4612
7508,6084
1740,1710
6165,8659
4034,5785
900,7091
3734,1198
1383,7709
816,2480
4252,6057
2660,1402
9388,4114
8546,3573
6313,5417
36,1125
5625,3769
7151,3495
3753,7130
4734,9107
9532,7999
5525,757
9945,5384
3978,9366
6820,2170
2075,4809
6023,8292
6405,6816
7201,5717
5222,6137
8968,5450
9674,2655
8346,7596
9270,7705
5853,8289
3418,7060
5048,8713
6977,6445
3185,6709
4742,5482
7940,1131
1934,7195
5355,7129
6035,7365
3961,3737
3639,8630
6004,2888
4044,1469
8356,905
2061,3848
8193,5087
8083,8362
6126,6218
9825,8859
4459,6601
9154,2644
156,3464
7155,2840
2003,1481
480,1851
3677,5964
7802,8221
3621,6215
9605,2249
7792,9009
4705,6964
6441,4647
8998,9184
2286,1123
6277,2582
7479,7109
8571,7832
8176,1375
4562,2883
2663,3603
8121,808
655,4214
8484,2501
6515,7896
2254,9161
2089,9116
9021,6736
7231,8456
6561,3536
8343,5372
9299,9364
6236,5690
1022,429
7410,6852
7904,3698
1380,6238
4239,8567
8509,4345
1986,6165
3815,4732
2709,3710
6771,947
6501,1806
32,7092
7629,4512
7252,6188
9703,4187
951,4213
7622,746
4263,7075
5208,9486
6269,3764
8149,6938
3523,6446
6796,1130
2227,5367
3819,8332
7596,7734
7113,687
1850,1327
6505,3792
2122,896
6805,5175
9191,2325
5336,9209
2501,4696
3004,4089
9435,8245
6520,6971
764,2012
8003,8135
9116,5989
2819,4060
2552,6621
7540,7863
3114,279
901,9752
2602,9117
9110,1334
587,8609
7669,7138
5250,4010
1122,1515
6732,2552
8001,2803
2771,7574
6307,2146
5635,9632
7060,4110
7717,1343
9706,1537
1215,2568
1931,5438
7253,1545
4034,6499
9393,2722
1078,2338
2930,8136
9310,2099
5534,4277
2621,8226
1751,7052
5993,2070
5668,9379
44,9795
3939,232
1175,6757
6497,4498
6083,4871
6734,5210
7425,1707
7159,1756
5330,5736
7701,5614
2930,2749
7209,4416
787,3795
4157,5574
5304,2512
5718,6586
924,7537
3728,3831
628,5561
3836,68
9767,6880
7782,282
4024,4074
901,5829
3827,6123
3229,2557
5430,7555
7136,7227
750,9387
4840,5253
7136,4140
8837,6836
5195,4602
7057,718
8546,5743
796,5672
7631,8291
7994,5985
4940,4361
1668,9309
2602,1889
3194,3587
3381,4522
73,5359
4339,7430
4355,1360
9152,1474
4201,5774
4736,189
5278,5704
7273,8502
5930,2635
312,5915
6337,1371
9032,8544
4410,8591
9779,8712
4287,5229
6621,110
5509,5319
6729,8288
2000,2991
3607,9063
9706,4767
2188,2912
8234,7442
9173,328
5792,606
2270,354
3944,7902
1330,3069
8982,8463
4416,2894
3393,5332
4103,4399
8123,6445
2777,290
6062,7581
5122,4766
3244,9979
3310,6779
7512,3056
7090,170
3291,2954
791,9465
4267,7625
6976,9281
2792,4440
1741,4660
1825,4282
5268,9832
1453,7778
1854,7813
2093,1154
9806,9555
5199,1050
1621,9292
3896,4946
5608,3637
7174,5622
8548,2978
6729,4063
5326,3096
3434,7110
9137,7190
1233,1121
5437,5537
8568,4849
8815,1143
8817,174
1260,2203
8265,1319
6925,6132
2869,6119
271,8909
534,6631
884,7240
6951,3432
5112,6256
4807,3862
9139,523
2048,9422
5278,2253
9759,6119
6424,3008
8537,4814
9911,6093
6019,8404
8195,5980
3019,441
621,951
535,5444
4273,1779
8912,4341
154,42
8127,7952
4150,1526
5107,7776
3509,4189
1576,2278
2027,5522
6363,6917
6939,6404
698,7550
8279,5133
5307,2040
7026,1305
9081,4977
1855,2190
469,1806
9715,3726
2956,1078
787,8353
9802,2246
9836,3021
3848,190
4546,7449
591,1997
8677,2024
6475,5726
902,3121
3387,2983
7697,8108
1032,7859
4431,8834
3203,8284
7752,5510
1749,2645
9980,8356
3384,9040
7981,4614
1888,8536
6001,7171
5294,2029
8896,2765
8860,9980
658,358
3865,2999
5900,1244
32,9861
9227,3599
6236,4115
4575,4613
6555,5664
1182,6282
5114,3654
6678,146
7817,5944
7322,497
8308,4804
2478,1227
3762,4443
6680,5841
353,2989
7583,9732
3442,6810
8237,4142
3197,3718
6922,3261
5301,998
9180,8349
2185,6300
2446,6243
854,7765
5364,4612
1737,1830
6965,998
4247,2761
8415,2591
7256,2295
1792,2298
202,4557
5712,3981
3841,6869
8853,1322
4282,25
449,6076
4442,744
4542,7280
4986,2315
5900,5511
5918,5581
3951,3243
2602,8796
9318,7619
553,1435
7706,6773
2741,4551
6118,7660
600,7579
3873,1482
3277,1692
4091,9564
5480,1108
1737,6429
8505,6490
5524,7912
8128,1749
1019,9954
2680,7650
3473,6421
840,8520
339,1964
7030,9427
9681,4004
1356,1314
3090,9369
2784,6561
2806,3683
1735,1769
5657,6422
9502,5028
9307,7074
5376,9546
202,6769
3825,9859
1036,3430
2994,380
6881,3512
8816,3269
9987,755
2051,9556
4469,8834
119,6878
5804,5844
9400,8249
8360,2370
2583,2789
6415,4000
1384,1360
5487,6091
9070,5116
1769,7661
6987,7761
1729,6423
2043,117
791,5421
5764,7265
8120,5460
5715,8668
4675,6128
8921,3028
3865,7792
3236,8189
425,608
8121,4849
7977,9640
7977,6781
4444,630
8929,8428
6225,2623
8209,3105
9605,7443
8529,4426
6552,6222
3083,232
4549,9317
1457,7209
1344,717
8676,2552
2614,5716
9461,4311
4892,5161
5863,6306
2831,470
595,7617
1697,8736
9725,903
8231,4929
7822,1033
1818,9691
3691,2127
5579,3364
220,1279
4559,5712
6501,8612
9322,5704
3229,8727
602,326
6076,7070
2448,6861
471,4325
2325,2324
2193,6024
4334,479
9458,6146
47,2613
336,1905
4627,5013
1215,6067
6061,5482
1427,7803
7084,3898
8239,5585
572,7346
2212,9317
4908,2113
6230,467
6648,5773
8405,1789
5800,1765
9453,9889
9342,297
3819,6751
198,5094
2387,4593
4792,579
6876,5734
5080,9718
2298,285
1073,9906
1674,4619
184,1323
2791,9272
3512,4436
2875,1302
1878,4175
8186,8248
9224,3278
7015,5207
4848,4357
3639,6559
343,5240
6973,5319
8796,4282
603,2703
8836,5901
6788,7960
9780,1136
4364,9569
3548,8126
6675,6127
9107,7812
7325,4569
2796,5730
7815,9890
6443,4571
2837,3549
5283,4352
9228,5118
1902,5427
6140,7739
3095,7719
2712,9062
5826,2444
6917,2386
5025,9914
5097,1196
3975,784
5799,6020
3442,818
2479,5081
3295,5794
7627,7871
8321,6842
3694,7216
4760,7814
4311,7712
1755,2724
181,5676
516,8150
9025,680
6138,5372
9546,4942
3141,8256
6512,5778
9882,10000
2770,242
4194,9728
1084,3536
6253,8978
7660,6279
752,307
6008,7790
557,4581
6202,4448
6978,8196
6060,4692
7616,700
3304,642
7720,5382
9565,875
7824,8836
1719,6699
387,6798
7806,7290
6661,1554
2423,1213
1199,207
9679,6573
4357,2744
3282,4202
8661,8346
9391,9138
1782,7721
6677,7242
9926,2183
1062,4204
8541,3082
2883,7078
8427,3550
8472,9126
3110,5354
3815,6861
8638,426
9826,3657
5005,9705
5781,9910
3296,2085
9589,3068
9928,440
8185,3579
5687,9905
6148,7560
8324,5867
2557,5686
7095,3688
9355,9698
7552,7272
1741,6306
5436,7901
3258,9525
2300,1039
2469,8422
753,1530
2794,6473
3362,6744
4407,2966
2115,8934
6805,2539
3565,4215
7530,3481
9909,6613
6819,9743
5784,9160
8601,7173
4243,7159
9461,913
5710,6873
8088,2380
8152,1142
4751,1343
1,4331
2779,1409
4490,9254
2569,709
3237,3998
4516,2419
3530,229
3186,3472
8152,1897
558,4441
9561,3440
7861,6164
8671,904
3668,411
9533,4705
816,4138
1688,2638
6398,3616
2104,3261
7284,5327
5548,1976
1351,6357
7689,639
1042,437
7166,4184
603,9890
8167,2956
7040,4049
824,7972
3235,9752
9687,9647
6082,5706
58,8729
733,2790
4007,7920
2324,2492
8152,435
3573,7936
9448,5458
9124,3448
7777,2399
8798,1749
9498,2358
5586,7197
6294,8150
4764,5912
9118,8595
1696,7930
8085,5423
2358,5695
5628,7090
7041,958
3461,3118
7553,9641
4487,1833
8794,3685
8897,8960
9715,5710
4699,6200
9302,6754
3214,9470
6053,1629
5785,2761
4553,7345
2218,4924
6730,4095
2656,3808
5446,8217
173,9064
4140,9064
6795,70
3926,8410
3404,804
9920,66
8146,6862
7960,51
8237,3412
5790,9280
7771,5889
793,1535
6272,9419
7333,9765
47,4780
2532,4928
6828,6722
2173,8558
3818,9845
4535,1977
8021,670
9647,7198
3705,8726
6515,6910
6115,4095
6347,3250
593,2186
5876,3512
1500,5491
2981,3353
9289,4898
7747,3827
4749,1711
679,3394
5970,4668
8306,5918
913,9856
1877,5449
8011,7541
9960,4228
1762,1570
3987,6326
4024,1288
2366,3097
2273,5354
4798,9453
6746,3451
4482,692
8461,3724
40,7323
7982,8422
8865,7457
1196,3274
7771,810
7894,5140
1424,7433
6366,9983
6878,6559
4815,2507
1752,8809
7573,3840
7387,538
6046,4275
4368,3041
2957,9884
4486,808
9802,586
9043,3849
5722,4376
5937,239
2940,9586
2202,6693
4464,8783
2401,6413
8249,9440
4274,1586
7873,1931
1702,7434
6839,2403
6687,2164
5381,2144
9378,5480
9539,9040
8494,4171
9075,422
3912,9618
102,5903
8269,2274
7458,2179
622,6170
5719,618
8875,3714
5360,8787
3374,1065
7499,5237
2859,7284
4502,8195
4442,1866
620,3779
4495,8062
3590,7994
2825,662
1275,5460
4757,4056
2440,9376
9359,1631
9248,7538
1118,8949
4453,7796
7566,9685
5353,9668
551,7796
9298,8973
6438,3676
3521,4994
8589,1394
595,6499
3762,3995
8666,8079
644,3872
2306,6693
1668,28
7229,396
2074,6978
6018,7389
9279,7956
2117,5426
9382,2164
7190,9879
7083,8478
9780,2537
6691,1926
4659,9487
2513,7718
9345,1903
7374,1505
4755,1927
2330,7707
8480,8191
5508,2942
6924,584
4343,5802
4641,4525
4736,451
4924,3041
1271,1116
882,9459
3313,1044
3337,2025
8742,7026
2590,2303
5579,8174
5336,7814
9287,5985
6065,9502
3190,1482
6997,7203
9218,948
9067,3816
4969,148
2638,5851
8755,2951
610,7633
7978,6179
8829,6722
905,8040
8284,6383
1912,8951
431,8595
9013,5220
3465,8132
618,5954
2769,1231
8424,8850
2680,4452
2566,9653
8000,5343
9100,5018
6275,5803
6904,2330
1240,8375
9047,1569
3514,2287
2971,9158
7978,6158
5933,8726
396,5224
367,5256
652,3453
7523,2534
80,2820
110,6497
5397,3861
9557,2350
7122,3630
522,4432
2932,5405
5019,2775
6596,1399
2844,7245
5735,9714
1858,8507
3008,8242
206,6449
3139,7496
4640,1987
4342,1114
4329,7072
3246,9680
3029,8070
4850,1417
8189,6328
8610,7088
7816,8985
2986,4375
1876,2503
7781,2141
2474,9459
6562,3645
298,210
8955,7758
9888,3756
7408,9196
7825,7552
6921,4989
396,8326
1413,6827
5975,7105
5487,9473
5310,8582
7,8495
6831,4177
1208,261
3191,9572
273,2101
1440,2921
5679,7679
8227,394
9130,4252
8704,8115
7769,8129
4464,8981
995,2144
7215,4885
8001,9738
6081,3115
3126,8567
509,222
9981,6158
3895,2451
191,1262
7219,6699
360,7964
5875,1328
2441,1512
4874,7644
1020,3717
828,4092
4799,9677
4470,1942
3965,8170
4402,8341
684,8494
4579,210
8711,6941
3301,1102
1653,1192
6810,7929
8298,7067
2591,2192
3253,2164
3478,4632
571,6781
4122,9576
8842,6959
2251,8727
8009,6418
9492,2212
341,5318
8548,7396
6377,4545
4030,712
4280,9476
3404,2620
364,4020
3489,5663
6421,2748
7991,3797
501,6773
8793,5367
8362,6689
608,9972
4280,6982
2814,3658
9984,4805
2667,8453
3508,5129
3708,9260
8488,8076
2701,4705
683,9612
548,1874
943,7040
2619,1069
8440,5370
2904,4067
2185,2013
6224,6190
3553,7581
6371,9856
6733,3168
4718,5311
9453,1848
8733,9728
3083,9655
7129,327
4661,9478
1700,3810
4289,9960
6731,4138
3993,4032
7345,9352
731,1745
7570,5363
5577,6559
370,1124
1395,7367
8725,6231
1291,4067
3669,5250
7207,2212
6273,8388
989,7928
458,2431
6827,3855
5918,8770
9184,6211
721,985
9432,1861
4456,207
5860,3492
2422,6392
2721,1682
4522,1091
8285,702
8467,1170
8787,5850
3707,6006
7232,8422
2068,1717
5864,8785
9522,8231
5573,9363
7165,1692
3787,7830
1398,8921
8320,8563
7693,3005
2920,626
7251,3011
5956,7201
2600,3565
2167,6082
4617,1606
459,2272
6268,1333
9289,7980
2694,8699
5849,179
5455,9520
4547,8842
8682,5376
224,5811
9546,455
389,1553
8472,5614
9423,8622
5110,8719
9354,5689
5387,4630
8294,146
5796,2447
2218,4260
9529,1073
5997,4901
9,3789
8868,5806
6808,41
6900,4559
3581,6069
9993,8218
7650,5893
8137,1618
9765,9273
936,9288
7885,1552
8888,6617
2696,1694
4550,8092
862,2208
9921,2423
1930,4323
8664,8890
841,2494
2713,9555
7164,997
486,9169
8780,7158
9436,5717
2646,7399
4042,3227
3761,6233
9193,983
6994,7292
5699,3347
2633,3181
2410,7024
8630,2739
7775,2263
3623,612
3062,6492
3334,783
5652,3263
2297,492
5003,9364
2395,4984
3558,1705
5364,4806
3498,8300
6299,7452
2521,2596
6897,9868
2580,5619
5399,879
1173,6390
7108,912
4674,6760
4756,75
4796,2309
7966,9142
5247,2724
2988,2130
5462,65
9091,6321
8247,894
8015,6239
3940,2413
4823,2068
9605,5523
8641,9050
3545,7812
8523,9687
5513,6286
5264,6449
8243,7302
2806,4144
9041,3251
2183,4558
4929,9005
1525,5027
1528,686
7407,4408
2855,5256
9409,2082
8413,6183
5825,212
1567,9152
4169,7933
3475,1531
8956,1545
1234,5511
4246,9904
6298,1769
3635,8179
5656,8476
6516,3739
3623,8049
3710,3861
688,8028
5043,1671
3342,9771
8514,75
3033,1202
5995,5332
8438,8604
4854,8433
2085,7469
7150,2319
2458,5337
1723,7355
6370,7849
9407,8202
2483,2726
8171,3732
8667,9780
9757,4422
2567,4494
1066,5753
9590,8157
4793,2128
8865,655
3531,6061
3453,2535
568,271
8326,9440
3039,4165
5625,4889
7351,6903
5680,8388
2767,7310
5514,1456
4077,1442
1984,3338
5194,5481
718,3149
8654,8533
5192,5311
8221,3949
6992,6885
702,6548
814,6917
9990,3709
8341,8718
5965,3521
662,7487
3237,2382
3386,8204
6434,8113
3452,6202
3305,4143
3378,4759
2054,1062
8371,3228
7182,5046
1739,5322
4678,9292
9685,7815
3057,4181
7532,8788
1302,9996
5800,2033
359,7080
4769,4854
7591,4189
2699,4021
6898,3004
9365,2791
5695,9684
3323,9836
1502,4320
5742,5063
6061,9611
2532,7696
5172,2943
5825,4256
3312,4146
2941,1500
1184,5049
1236,4925
9568,8184
484,8032
4621,6706
9392,5125
6455,3609
7276,7524
3821,3296
4217,4428
685,7786
5943,6224
6222,8714
8384,6075
43,6391
3722,8545
4104,8357
2305,6577
9624,6535
9079,790
5850,4540
809,3785
7838,9079
1015,1773
5764,7355
2198,5474
8364,2783
7286,1516
6771,8469
8549,1953
277,6212
6346,3476
1238,7375
8957,5336
3908,7735
5090,1730
2268,4679
4000,7298
1535,3853
9034,3796
49,4792
50,5498
2633,3477
2392,9209
42,2209
5929,6444
6041,2208
1753,9125
6864,1100
2225,8817
8517,5133
1262,6147
258,6730
9202,2776
6458,5113
6448,1881
7705,2956
4803,4527
2320,8663
2340,3797
6975,1778
1330,3661
2558,533
5480,1306
2576,2418
2209,1180
6816,1140
8730,1528
8721,5355
6265,4833
6185,766
8644,2212
8874,1544
2749,1192
8541,8388
3511,1169
4265,1831
2601,6845
2575,8730
2037,6600
4180,6499
4949,2185
5875,2056
5265,756
2620,2638
1873,50
7373,7551
4476,8135
2459,7255
1970,3637
2240,5189
8842,9215
2732,371
2911,1434
7128,3008
3350,7824
7353,4004
8022,6028
2450,9286
4909,5014
2927,7775
2742,5442
2968,8521
2516,7219
8083,5569
7523,1781
3661,2470
9406,292
7646,5281
8729,5612
4971,3376
7241,9936
7559,9790
1344,5899
1344,122
648,5934
6717,7566
5507,6793
8566,4583
255,3463
171,7793
7922,7576
2641,4509
3987,8891
5227,1441
209,1966
5517,9997
5394,9556
8999,6849
6679,3061
5581,5896
3143,3413
33,3146
7444,6354
2889,5679
548,3473
5172,2441
2663,5354
6937,2890
1061,8449
6564,1504
6306,2967
6004,6493
9962,1520
7000,2953
7090,6556
1817,4910
5431,9393
4161,5021
5338,3618
8305,160
8318,350
1340,1630
3186,5377
2936,537
2758,5844
7530,4618
701,2915
653,7446
8985,8428
7290,7129
757,3701
795,8829
1729,9660
778,1368
1197,8358
3976,6053
1549,9267
4345,9131
7348,7268
3050,7124
5148,6851
97,7915
5350,3536
2786,8373
3687,3319
5072,1129
4669,8780
3829,85
9933,5406
9579,1961
36,9009
4393,296
8606,7884
1536,7373
2313,655
2421,4055
9778,7647
4693,7158
1556,6754
5367,4135
1444,1080
4593,8210
5649,3007
2340,9080
4960,7397
4461,4739
6805,4230
4683,6328
3762,6617
6739,187
6146,4722
4127,7916
303,6572
7433,9723
2477,2559
5843,8686
5536,3988
6374,463
25,7273
8129,8564
5093,2191
2371,6116
2461,8770
6436,4183
1011,3798
30,1925
215,1244
8681,3355
6974,7740
8518,4002
4157,8091
2631,9071
3757,3910
2626,3701
9177,2232
4034,2997
8159,7997
1333,9650
5045,8792
3537,4171
4830,8078
8519,1463
1657,1329
644,3019
6961,9184
4351,9447
310,5284
7365,5591
7182,2513
8030,2914
3170,1243
2023,9442
8325,3058
8836,4644
1651,344
3270,4866
8312,665
4125,7683
3207,6371
5976,9655
9413,8395
4347,1526
1738,893
8229,7902
4180,5112
5811,2930
2275,475
2867,7755
3130,6075
8366,5898
7023,2171
8755,3609
6175,5566
8343,2988
742,2816
9171,9168
3417,494
6236,3638
3398,1155
1138,139
6467,158
8113,3596
4773,4843
1736,6626
5933,3703
4405,6690
7655,3464
6561,7174
7166,2731
939,8326
3984,5237
6182,131
3088,4070
6830,908
8068,1392
5760,7562
9650,3567
1906,5866
2210,8761
6666,746
1087,3361
3423,8949
1898,1734
5493,1558
2216,8895
8017,5810
4597,273
1736,888
7378,5614
4036,7180
4627,682
904,5707
6135,1865
1997,8790
2005,2827
4746,1305
8322,468
7559,970
3629,8140
7068,7767
4541,4869
1483,8743
2778,8270
2199,8987
4328,957
5595,2705
4779,5789
7805,5812
4407,6261
2789,1522
8164,8668
9569,8332
6646,2961
5578,6413
2007,8031
5978,7596
7613,1312
1469,1739
3125,1763
5767,4062
2311,8678
2743,8658
6467,8402
1285,2650
1698,4619
5127,1831
7098,3519
7726,2594
8528,881
3754,6073
886,1433
271,5452
6835,9094
65,5328
9976,6708
6557,6469
1071,7776
9859,5900
1345,4495
9780,5115
6179,9089
6066,1028
2283,2313
7638,9740
157,71
6563,4920
1612,3162
2583,9141
8735,8096
8415,2325
7792,2228
7790,1341
3452,1712
9468,7659
7893,4382
4935,5493
701,753
3435,2386
961,3874
9440,6792
7017,1364
4136,1999
4044,289
3388,4882
3898,6398
7467,5264
5435,9374
5156,430
3287,532
5697,1795
520,7879
5799,1461
9775,6045
2328,7093
1206,6880
5186,701
6017,4928
932,8651
3915,9199
3293,3083
4644,6203
6418,474
3053,1058
159,5169
3801,2519
6487,9756
7280,3133
3374,7333
9406,2015
9798,1548
2888,1247
9236,9283
9639,146
1534,2395
6037,4757
9036,9403
4692,8984
2437,239
890,6063
9506,7226
7314,5106
500,34
