6266,1846,3,8
1601,3834,2,16
315,8925,1,17
8019,393,1,4
7362,8538,2,1
2885,2771,2,2
8677,6695,1,3
942,3749,4,5
5274,2323,3,12
4345,7579,2,13
8291,3917,5,13
5656,596,4,14
9727,8150,3,3
1604,7154,2,3
1635,5935,3,2
1351,1274,3,6
1138,7661,3,17
5532,4878,3,14
3274,4184,5,2
703,5787,1,4
2149,4980,3,14
7409,7139,3,19
2624,1370,1,9
3769,6294,4,6
6987,1627,3,14
6460,9762,2,13
9277,6518,2,15
1674,5307,3,9
5909,9984,3,13
9727,713,4,7
8907,7064,5,17
5112,5184,2,11
7351,8560,3,6
7143,7584,3,19
9724,2027,1,16
5581,8622,3,6
2694,2109,2,15
6726,3568,3,15
8803,6492,3,13
4682,186,3,17
3598,7306,3,6
1220,428,4,14
9763,6958,4,15
803,337,5,8
6336,4472,2,9
8756,222,2,18
205,7494,2,2
6430,8940,5,8
1128,4871,3,3
5117,3087,5,17
9867,2665,3,11
1292,704,4,8
5924,7774,5,12
9549,1198,2,7
9686,6243,1,7
5477,7490,2,14
249,9675,4,19
4483,3822,3,9
6735,4097,4,1
1197,169,2,19
6108,9755,4,18
2542,5680,5,7
8028,7788,3,12
9975,1931,3,3
8776,285,3,9
1741,8483,1,9
1911,2871,4,4
3958,1480,5,4
8956,2330,1,9
6930,1463,5,8
1255,3305,3,2
5637,5228,2,2
7416,5989,5,13
6963,1910,1,12
1913,7394,5,10
6169,5136,4,11
1766,6825,2,2
3039,3853,2,16
4450,6521,4,7
1757,8719,4,2
9925,2586,1,16
6413,1521,4,15
8771,2636,4,3
8301,5205,3,10
2765,5754,4,12
9657,3134,1,2
8965,5464,2,3
666,8057,3,19
2330,5985,2,14
223,9281,1,11
2585,3295,4,16
2642,1492,4,8
6882,6399,1,9
9307,1609,1,12
7191,2656,2,5
8382,9416,5,16
5467,6650,4,20
7393,333,2,3
3572,600,4,10
2633,1254,2,4
4482,221,1,12
6526,7888,5,12
9387,114,4,7
343,4589,1,10
6289,915,3,10
4648,5737,3,18
4700,558,3,13
4876,6265,3,1
9751,3997,5,14
6837,6652,2,14
6823,8610,3,18
845,9447,2,12
3181,7857,3,20
4518,4796,5,9
9518,697,1,4
4974,6642,2,18
7098,7808,2,16
9826,2572,3,19
5542,7017,1,7
5442,7652,2,5
7645,7207,2,4
8458,1543,3,15
8064,4253,1,11
8368,1737,4,18
2339,4292,3,16
2167,9518,3,13
7476,2239,2,9
7835,5304,1,10
4801,6491,5,20
3719,1386,1,1
5841,2621,5,15
6079,9439,4,15
8746,7461,1,5
1919,1903,5,7
6980,8751,3,11
5295,4626,4,9
3761,7583,3,5
3147,6690,1,1
1198,9612,3,10
6222,1210,2,11
5206,7633,2,17
5141,4638,2,18
5415,9879,5,11
4601,3136,3,15
6367,2420,3,14
8525,7427,2,9
1306,6516,3,17
3248,3434,1,17
5637,5129,3,15
7972,2495,3,15
8237,1567,3,2
5881,6975,4,13
4064,2737,3,9
1304,6486,4,5
7661,1871,5,12
5438,4696,3,5
2878,5841,3,17
2617,4748,3,15
3995,2361,3,11
1048,4066,5,6
3390,1839,4,1
525,9598,3,3
2215,7259,4,20
3717,8791,2,5
7202,6955,2,18
87,3091,4,3
2479,3603,2,15
1206,7310,3,12
3546,920,1,18
6438,4688,4,17
854,6196,2,20
5198,5920,1,19
8729,7200,2,5
6015,8813,5,8
3699,3511,4,12
8545,8451,1,6
3605,2112,4,13
7873,7549,3,17
5088,5416,4,7
5416,4201,3,9
3580,3805,2,13
9717,5021,4,6
3385,1463,1,17
9875,4392,4,7
4414,2259,3,14
2311,874,4,11
9839,4057,3,20
3510,3917,2,15
1983,8599,1,4
8684,670,5,18
7021,3204,2,14
8946,2385,2,15
100,170,4,8
438,9744,1,7
122,8027,3,3
8807,2585,5,9
3192,2886,2,18
2358,1565,3,4
1696,2301,5,8
8421,9394,1,11
1429,4096,5,14
4372,8648,2,3
678,9488,4,20
5413,9966,3,18
4807,4568,2,13
4370,8654,5,15
1956,6645,1,1
1109,2738,5,9
1630,9596,2,8
8598,9028,3,9
1451,1557,2,14
3080,9222,5,18
8208,3871,4,13
7780,1461,2,11
636,9647,3,10
9083,4289,3,1
2666,4300,5,15
8360,5796,3,19
4479,3528,1,13
2721,345,5,16
6449,2219,3,16
9166,1181,3,1
4828,6588,1,19
83,699,1,6
3081,1599,2,14
8982,7017,1,13
3391,3833,5,19
7437,8487,5,7
2799,3056,3,1
210,2652,1,17
7406,1690,2,15
7087,6066,4,8
5869,47,4,11
201,6204,4,13
9849,4365,1,14
9961,5259,4,5
9339,518,3,12
7309,271,2,15
765,7830,5,3
4364,8689,4,9
5240,4352,2,17
403,1440,1,2
3648,2926,5,6
8863,3764,5,16
2874,8460,3,17
8205,5015,3,2
3051,3367,1,20
9083,1812,5,19
770,4511,1,3
6688,6465,3,7
3519,4480,1,1
9520,5630,4,11
5148,7103,2,11
2596,5666,3,16
1726,5013,5,14
4454,946,3,3
3648,9428,2,3
4021,728,2,12
7621,5662,1,7
645,296,4,1
6117,5047,3,4
4674,3593,2,12
7536,7465,3,18
8344,1368,1,11
4390,8101,2,1
9398,251,2,17
4856,7275,5,9
686,9026,2,3
6672,3209,1,20
7235,4123,2,13
4545,4424,2,19
358,7285,4,7
6843,487,1,9
5883,436,3,3
5735,9473,1,16
1462,7695,2,11
424,1708,2,3
1909,9248,3,20
3288,7557,3,7
7199,6041,1,6
7714,5950,4,7
6205,4362,3,1
2225,7426,2,20
9819,2636,3,4
4034,4622,2,12
422,8042,4,1
1140,828,5,9
2308,1477,3,14
4084,7364,4,11
4812,6604,3,11
4195,2005,3,18
3871,5497,5,1
5244,5558,1,13
870,5038,4,5
4108,5841,2,17
5639,1616,3,7
2189,8820,4,20
9113,9025,5,15
4263,463,4,15
3785,6437,2,20
9252,9185,2,10
845,362,1,9
8477,7272,3,16
9845,4262,5,11
4088,1611,2,1
1318,1570,1,10
4672,3233,5,12
6740,9550,4,4
4859,6731,1,11
4492,1991,5,9
7859,380,3,19
8006,9351,3,8
1528,9900,2,1
131,9897,2,10
4542,4910,5,14
7409,8566,3,15
9656,5095,5,17
4547,8122,3,9
7528,4766,1,20
1041,5792,4,20
3350,9975,1,6
8050,9321,3,16
5812,64,5,9
7579,7421,5,13
4069,6011,1,6
9783,2661,2,13
8725,2255,1,4
2710,9018,4,3
8738,6358,1,14
978,2242,2,12
2659,4236,4,14
9247,2204,3,4
7868,2199,3,17
8126,6249,3,15
8665,1756,5,13
5489,7470,3,7
2798,669,1,2
3426,8914,1,5
5828,1999,4,18
2556,81,1,6
5904,5288,2,6
3359,4222,5,1
3999,4005,1,18
7306,8565,4,5
4956,3638,3,5
6960,2028,1,17
3829,4639,3,5
4499,4948,3,1
6703,2729,3,7
1421,673,3,15
8938,1396,4,12
8880,9223,5,8
3534,4926,1,18
4206,3948,4,7
7438,3511,5,1
4300,1801,3,13
1024,3245,3,20
1678,6695,5,9
9078,3111,1,6
9857,5734,1,9
3919,7131,5,14
5952,2561,2,10
2834,7388,2,10
1723,1257,4,18
2842,856,3,11
9755,1993,1,7
3004,488,3,8
1363,193,2,7
1957,6292,2,20
1295,6001,4,12
1506,7892,3,17
4748,5870,4,5
4625,2955,4,15
1477,888,2,19
180,2840,5,10
7395,490,1,8
6730,5697,4,3
936,6473,3,10
7234,9507,4,13
8525,4498,1,19
6650,1241,4,14
869,8953,5,3
2858,2519,2,19
9957,3088,5,1
5666,8735,2,18
3513,5430,1,20
3501,6338,5,5
5754,9226,1,8
8071,8706,2,4
8667,2416,2,14
6504,4768,5,2
3541,6250,3,8
8908,1908,1,6
1505,4555,1,10
2948,8678,2,1
3966,5877,2,17
2178,4627,1,20
3,3015,3,19
3525,2994,5,1
6548,3147,4,16
7440,7509,3,15
6469,9022,5,8
5125,6894,2,8
6117,6833,1,5
5165,4165,2,6
5668,1977,4,17
1014,8247,5,20
1599,4917,1,7
557,194,4,19
9892,9161,1,13
8374,5864,4,16
9157,4745,3,3
2539,6812,1,15
1369,983,5,7
5255,1025,1,11
3692,2031,3,3
9099,7006,3,6
6732,4908,5,8
7475,3753,5,5
4798,5092,5,19
3104,7274,2,3
5924,2652,2,13
2001,5078,4,12
5388,5021,3,9
4848,3768,5,18
6852,5420,2,16
2908,9701,3,4
8005,1086,2,4
7940,1556,3,7
7112,5938,3,14
3001,4486,5,19
9438,9468,5,14
4963,8257,2,3
5587,3687,5,15
2646,7465,5,19
9814,8605,3,2
3063,6935,5,8
2334,506,2,11
7910,415,1,8
2070,947,4,11
456,9962,4,8
7732,6222,2,17
6072,2821,3,13
4391,3338,1,2
3462,2712,4,7
1493,6709,4,15
7597,8398,4,5
9881,7453,3,5
5151,9039,2,17
2183,3231,4,9
1810,1421,2,4
2964,4028,5,10
3779,275,3,18
6899,3409,2,16
428,4680,4,14
1661,9926,3,4
2623,5969,1,2
875,9181,2,13
4316,1850,4,5
5755,6800,5,11
9458,7552,5,17
9081,8305,1,4
9218,1361,1,4
3835,2166,3,5
5494,9572,1,15
1563,5112,1,2
7434,2865,1,15
6052,8745,4,4
8881,831,3,20
4038,274,5,8
7636,4383,1,12
7660,2267,2,18
4216,6602,2,9
5835,7791,5,3
5621,3901,4,19
1679,1076,2,6
4044,823,2,10
1430,7350,5,14
6178,6703,4,2
5260,2897,3,12
7831,5741,4,4
9189,9084,4,17
7962,2811,3,4
508,845,4,3
6556,54,4,9
5606,3894,3,8
5747,7880,3,14
9077,1535,3,3
2378,3813,4,14
6388,7035,4,4
8046,4299,4,1
9064,1054,2,9
3568,57,5,3
7901,8558,3,7
6713,6050,5,16
8403,3944,1,13
703,7990,2,9
4553,1361,2,20
2415,7748,2,4
268,287,3,6
7042,5782,4,14
1039,2086,4,8
695,6475,3,5
4137,7359,1,4
9717,8742,4,18
839,4257,3,4
6308,2755,2,2
6572,9786,3,12
5162,6648,5,12
6055,2831,2,7
6049,3306,5,13
6315,4627,1,9
9613,6,5,4
2059,9151,2,20
2240,9098,5,1
4102,696,2,17
7988,1127,3,20
6482,7983,5,19
2188,7497,2,17
4685,2766,3,15
3107,3676,1,2
4667,4756,5,14
4430,6155,2,20
389,6813,5,6
6660,5878,4,2
1897,2387,4,11
9399,2424,3,13
2345,793,5,5
2966,5803,3,15
836,5711,1,6
5620,5259,2,2
2948,8330,2,8
2442,570,2,5
4905,9314,1,20
2915,3876,4,1
4394,9561,2,16
8657,4333,3,19
6541,4452,3,3
4376,6370,4,19
1520,117,2,6
5059,1220,5,13
2594,1106,3,8
6558,166,2,7
2141,1364,3,16
3426,3653,4,3
862,236,4,11
7253,6453,5,10
8652,958,5,7
3974,6144,2,17
2809,3559,5,3
9023,1679,2,1
7798,9538,2,15
6630,955,3,2
4486,8576,1,4
469,311,3,14
8116,8257,2,12
3426,1018,3,20
728,9189,5,11
2187,5762,5,5
6055,2495,4,16
1496,4171,2,8
4545,9410,3,5
5267,920,3,19
9533,3838,4,11
3563,6767,1,5
5155,2755,5,8
1978,1145,2,2
4016,8017,5,2
3945,5807,5,3
7060,6718,3,15
4725,4390,3,4
6495,7275,4,12
5890,7412,1,14
3625,8430,3,7
9376,4638,4,15
3648,1398,4,19
661,3972,2,7
3147,4123,3,16
9729,1218,2,20
2834,2023,4,20
3042,2816,4,16
7157,139,3,5
1506,635,5,12
8084,9355,3,6
8015,8863,2,19
9495,8952,5,10
6816,1977,2,4
8959,1712,1,12
2326,3257,1,20
6396,1242,5,14
8823,5084,1,19
6216,2640,4,12
4868,6657,3,3
3813,3410,5,11
4123,8145,2,4
4716,1115,1,6
5127,5982,2,17
9281,2148,3,17
9614,7352,2,9
8516,7097,5,12
2148,7786,2,15
1236,7090,4,19
7908,6364,1,3
3912,5611,5,2
3012,2586,5,19
727,5932,5,5
7569,4999,3,7
5337,4224,2,18
4351,8559,1,1
2108,4663,3,10
3156,2962,5,7
1879,1857,2,14
9707,7577,5,11
3094,1140,5,11
3085,7555,2,15
2004,2347,1,18
4451,2078,3,14
1405,1175,4,13
1564,854,1,4
4570,6813,1,16
1582,2953,3,12
3873,5066,4,18
1812,6462,3,4
9930,8309,1,14
6097,8634,5,6
1118,1382,2,15
1720,1927,5,5
2592,9171,1,17
1886,873,5,6
5741,629,4,19
2946,4846,5,11
8334,2904,1,6
6946,6981,5,1
2920,3940,1,10
6484,7323,1,1
4651,6639,2,6
6948,7933,5,10
7366,1697,2,1
4808,5263,4,9
5756,5499,4,10
1998,4414,2,11
6479,9736,3,17
9344,1046,3,4
4854,4415,4,2
7596,8246,1,6
1581,9092,4,3
8027,6197,4,9
63,8737,2,16
3859,6544,3,19
8306,9617,5,20
4626,805,3,13
5902,9614,3,4
3381,5112,5,11
1160,1953,4,18
3007,7355,4,8
6811,2147,5,5
4675,2953,1,3
7004,1793,1,10
7754,3110,5,17
2880,5202,5,12
6115,1834,5,5
2804,5526,2,8
412,826,1,13
2461,4788,3,10
2996,7130,1,14
4969,2647,5,14
1652,7348,3,20
8291,2322,2,10
1050,2751,4,4
3761,2781,2,12
8102,5680,3,3
3881,7592,3,2
3714,7933,5,15
2544,4402,3,2
9982,6512,1,6
9569,822,1,10
816,4956,2,15
9198,389,4,18
6976,5264,1,12
2645,8478,4,10
4483,6317,2,9
5518,6009,3,9
6387,9459,1,9
4002,1408,2,17
699,4627,1,12
338,1293,2,9
5335,1627,3,4
4176,5426,5,18
3631,8684,5,11
3472,8571,5,19
8653,6145,5,1
1991,9333,2,2
2759,4982,4,1
5067,4895,2,16
5127,3444,4,3
4578,8134,3,7
2906,8964,4,16
3500,4313,3,13
2211,6311,2,8
6764,5190,3,18
4255,430,2,11
9405,4951,2,13
5594,8713,2,20
9751,1061,5,4
6039,3831,5,1
2447,478,3,13
619,5233,3,13
9531,9025,3,6
9042,3163,5,11
6074,2887,4,4
3643,4223,2,13
8719,1358,3,8
8686,9145,2,9
4218,527,1,15
8478,6398,4,20
8206,7846,5,20
4361,7217,4,10
1362,32,3,5
5642,5561,4,16
5541,2475,5,12
641,9627,3,8
212,4475,3,10
454,5174,5,10
4507,1307,5,7
540,9512,1,20
3240,319,4,1
1077,787,4,12
2317,3813,5,15
4782,1681,4,10
5406,8440,2,16
3418,1007,1,3
7821,6110,1,3
5050,9740,4,10
2333,574,3,9
9907,3251,4,13
2015,1852,3,14
2426,1517,1,6
9965,283,5,5
1052,1515,5,15
6584,561,5,12
9629,8164,3,8
6080,5929,2,14
6978,1165,2,3
7603,9250,2,20
937,4724,5,10
8306,5998,4,4
4403,7937,5,6
3580,4486,4,8
6439,360,1,10
675,4314,3,16
9662,6178,5,2
8104,7866,2,13
5826,817,1,6
3790,7167,5,10
8647,4489,4,1
7983,6180,3,13
3427,9021,1,10
4500,477,4,11
5166,7581,1,9
2118,5657,2,15
84,8828,3,7
8461,1418,3,19
415,9381,3,16
5093,9431,5,8
6551,6579,5,17
6281,9796,2,13
4721,8574,2,10
8314,1686,2,8
7597,7317,4,16
8435,8474,3,1
2580,795,4,19
843,1208,1,20
4096,1243,2,6
2229,1764,3,4
4493,9765,1,5
4753,4634,4,2
9796,2599,4,9
8405,1410,4,11
5261,1811,1,2
5622,420,4,7
8752,581,3,18
4424,4183,1,2
3235,4144,1,9
6635,3118,4,19
8863,6805,1,1
7477,2614,4,10
499,7109,2,14
1535,2375,1,8
2079,4946,1,2
6487,9956,3,4
8229,9755,3,7
8323,9430,2,3
8256,9158,1,6
6402,8671,2,3
4818,6234,3,15
8169,9771,2,6
2504,821,1,13
2843,8390,1,18
7032,6797,3,5
7704,1370,2,20
6131,2106,1,11
139,2857,5,1
1264,3179,4,6
1253,1975,4,2
6873,1292,5,6
9205,7598,1,13
1820,3959,4,16
5884,6665,1,1
2078,1195,5,2
2155,2343,5,2
